grp,condition_id,n,sum_edge
Baseball Over,0x1318759494ca562f982bfdce74e5305583b38e7edd42e120ee61bd6458aca50e,2,0.810000
Baseball Over,0x1319198b84daba314dc671304bc6a08afc3b9ea0a1498dba2edccc5e8a54de35,2,0.940000
Baseball Over,0x1340cd03ff5eeab055a688b323a0af8ab07d44eb5983c1960012ae5d59b922f4,3,-1.553529
Baseball Over,0x135538027daecfe7185f844fa3980518db7d59238fb5a71cb165646fafa2e20e,1,-0.480000
Baseball Over,0x1377701810632490811be18700a079783dccb3882b81a405ae84e28fd33f9c12,2,1.015840
Baseball Over,0x13b72a99ba3c3f0a8727e576b247c049b7f1de04ddf6bb02911b7fdf5cf6b402,1,0.484649
Baseball Over,0x13d4a334cb963cf3513ff9f555bace6cc8b61377b558e9af033df86cf801d96f,3,1.550908
Baseball Over,0x14255aa84cad088b9aa55d9a2d73fd79765aaa703f6b936fc04ae93ba7bd691e,1,0.350000
Baseball Over,0x14357c28a651cc5ceaca02f12331137522b79fe2f303006660ba2ab50a292a39,2,-1.120000
Baseball Over,0x1438e70e39b12df03f5aac546557869cb0becf8df3cc55aaf41dc62c92467652,5,-2.455582
Baseball Over,0x14709141e16948d905d7f9c22782cdc6278180ed17c0d21f3bc3194c1e229481,1,0.520000
Baseball Over,0x14a3909b15ce3f3bac8347f1d61c792c90515c90054320b492c38f25c975bf26,23,10.829947
Baseball Over,0x14a81dbf8cbd1898bc7dae4ad99109faa3883e83794fd1136b831cfa4eb0d86d,2,-1.000000
Baseball Over,0x14b1e3fed1ad6a77c7bf2f2582b048d1a558ab1c192a46e5f4d6584a63e4f547,1,0.460000
Baseball Over,0x14c39f22ed57fe4bf213d736f9e583a18e49aa6f6fa29fe0b076e946a255c633,7,3.949604
Baseball Over,0x14d420541e7b768e9e19fe19de54c8d5123984673b897218b96f8873e1fb5f37,1,0.498110
Baseball Over,0x15380b6977414b9c4057ab51bb96ce79496b9d0932cb502e5366d464f3a7111b,2,0.760020
Baseball Over,0x156be193bff98528302b03a5dbfbed8c74d6c8e233f2318191177a22800b0be5,5,-2.450866
Baseball Over,0x1580d093c21aedad742e437fef8dc0b01d832c08d80c83377d0cdabe567d6b1b,2,0.602412
Baseball Over,0x158854b3361fcf605d78958b01f5650135117ae9f42132f86fa3bea2f02df633,1,0.079639
Baseball Over,0x15924b86da094137ebb51b485218b4c7454ea6b3611a16b8b7dea0dd8795d366,2,-0.989728
Baseball Over,0x159f898a70bbbe07a34b4c40dd75261d31c35e6e19f20cdb25c09acb4efef9b3,1,-0.470000
Baseball Over,0x15a3b300dfb2c245ca2b95d847954f8b55e7ad8246d7de01b20924ca6832d90f,1,-0.510000
Baseball Over,0x15ea6c64635c367de08733a390f0760196e3583cd45142b66c70448d7cc899ab,1,0.067342
Baseball Over,0x15f2427d815e9f7a69984bb46d511d72c82f16bdf5461a190e32eafeb3250a03,1,-0.462241
Baseball Over,0x15f9c7990784f6b1dbcf81f1914cc264d88eac8840db89d945a4742b7d012e3e,1,0.430000
Baseball Over,0x15fe0e983c1044f4da6428cc0d6d94db3902459e4e1d1db6cf1123511237a615,1,0.539988
Baseball Over,0x163310d1a7d6d905e18b3b008cd2179640398b558ebd6cbee36e0bd4ba4931f3,1,-0.500000
Baseball Over,0x1665bb200f5f3867c3d8e74f1db62d866e3c667ac90ed3f7b3ee252f8c0f46ec,2,-0.980000
Baseball Over,0x16d22b5bf54af3696b27fb40f61f134d05e09399d0b2bce6bcc1805aefde897c,3,-1.529980
Baseball Over,0x16e7e74bbb2a014ee944671d5764ad44dd61c2ce0fa9321b653bead22ac82522,1,0.054588
Baseball Over,0x16ede1242e8140eaa3e605c82b699e1c4b6d1c5204e3f822bab7b5ed9c33ef9b,5,2.690000
Baseball Over,0x17194fbce408a1c03404e908a670b4b1e0918741a1ce58faaed2289d9a5b6109,2,-0.940000
Baseball Over,0x17198756f7a7f50558b0a3dcb56c01ce1f295bb8beffa54cef9cbb24bf058862,1,0.590000
Baseball Over,0x172ecfd41bd0ccee38763881cd0504e0443e917370ee593c680d08a53fae33c5,8,-4.140000
Baseball Over,0x1774058d95d8a4e3c77f144e0099384acf685d6428dd230a8b2720d1bb05d0b3,1,-0.470000
Baseball Over,0x1814c209a60b197d4591fbb2305adea2589b372bcde7613845fb034dda021bd5,1,-0.420000
Baseball Over,0x18285409e22ffcc5701cd986d36ef82648cb86465a56797747489057e0d35ee4,1,0.520000
Baseball Over,0x187729a906bc12373844993adab5ceb478dca0f57725cf0399bbd1580b7484d8,1,0.450000
Baseball Over,0x18843e6119300f6397d95994c4923c5528fe288dee73ff762e61448d00418207,1,-0.420147
Baseball Over,0x1884a5104270ababbca1896a89d71de69691d4fee1b322d3f2f94dfb86a985b2,1,-0.600000
Baseball Over,0x18c4b4194cfdad3aca388e6dd889aa32bed945321e3def9e309e6e4bd2a9c19b,3,1.500147
Baseball Over,0x18ccfcccfea62ede1d04fdf2a0ac94e3db6ef93bb5a73d890a6891030db68f27,2,-1.030000
Baseball Over,0x18d18afd42d14798cec4cbcfdbc792e2538b58969ce12c2f9de1157865b59b0e,1,-0.461906
Baseball Over,0x18e99285c983437032293d9bbc1b3b44057b58db9e12c90d5b113058b9767ae8,1,0.460000
Baseball Over,0x19073f5e5d6ba6b8beda62f1c1f240fda93fa42bd3d63f6f1aa24c76f8a38fa1,2,1.070000
Baseball Over,0x1923f568d22e00e49419c2b27f0b8ce4dae06abc0bc8a6e0bc4a287fcdac8568,1,-0.490000
Baseball Over,0x1931f435eb8a65c8b58b422b9c683c742f69c9ed145444bd379d6b7e1b0dd3fd,1,-0.499894
Baseball Over,0x1936eb85d87bf2f18a741cb794f627b860ee8a682e0b4dfe2b3d29defdc414f2,3,-1.350000
Baseball Over,0x194cc617aba2e8500f02398985a5f9cbb2965e54fc7ac0815f4ab19c296173ca,1,-0.510000
Baseball Over,0x1973a80e1292eae03b4703c2ed8af95161cb2290a93b210bbe3151331486bddc,3,1.804257
Baseball Over,0x198683cc27500ffed3b114ff72309e888a8ecd458bcbcef8089aa26e5f1f560e,4,-1.877538
Baseball Over,0x19a866225c1584a232e5428ee8281a000c7af76f1c3492a6e4c328dca51feb02,4,1.891464
Baseball Over,0x19b07a33d86924c1f779405df528dd0b5e4f48290b743a37a06f6f3eb070387a,1,0.520000
Baseball Over,0x19d154d173d4dd8fb32b77e248400a145c1917060a6318ea2d45713fad535bde,6,2.880000
Baseball Over,0x1a0692c545659b652ed230740dcaf48bc21cba70610f523a17e71a7831b241ec,4,-2.080000
Baseball Over,0x1a0bc410a15503fecb7ca1432fec5ae64060281748a95d002967ad1d6d5fd441,1,0.485481
Baseball Over,0x1a1e0268d7ed23382b29d8e330a1fc29468c4a50227e27e74b92f3a186c857a7,1,0.480000
Baseball Over,0x1a27fed001c07fa75f2db6dc1cb5eeabe1c8563dcb1dc09d32db3171a52e35eb,2,0.910000
Baseball Over,0x1a71f1dd7c1e721db8e8e114284138950c6677c62fd2f809e04127e44d1f04da,2,0.960000
Baseball Over,0x1a8c10fcad2b034585184ba320ddc655293d37a9d1f06828fb24cd032fe67644,1,0.480000
Baseball Over,0x1a97f4fc74ba4ad3aa340a6d209b1d7ea56ab1521a6c6c0f0f5d67c60274725f,1,-0.510000
Baseball Over,0x1aa80c227792e250ad1c56d18afe9850a39bc4a39b3436c227e6cc75e593bdba,1,0.070604
Baseball Over,0x1ab414812a7ce3e9c2eed48862d26efde6abbfb4d2a2f7fc7166e3b8dad8fba4,2,1.060000
Baseball Over,0x1b0b1b31b36b86a7d817776fe604283b855c2cb837e5a86fe8b6960592820223,2,-0.948362
