wnba	wnba-las-atl-2026-05-17	Las Vegas Aces	Atlanta Dream
wnba	wnba-sea-las-2026-06-08	Seattle Storm	Las Vegas Aces
wnba	wnba-dal-wsh-2025-06-22	Wings	Mystics
wnba	wnba-min-chi-2026-05-23	Minnesota Lynx	Chicago Sky
wnba	wnba-la-sea-2026-06-10	Los Angeles Sparks	Seattle Storm
wnba	wnba-la-dal-2025-06-06	Sparks	Wings
wnba	wnba-sea-nyl-2025-07-06	Storm	Liberty
wnba	wnba-gsv-min-2025-07-05	Valkyries	Lynx
wnba	wnba-chi-conn-2026-08-25	Chicago Sky	Connecticut Sun
wnba	wnba-nyl-chi-2025-05-22	Liberty	Sky
wnba	wnba-la-sea-2026-08-30	Los Angeles Sparks	Seattle Storm
wnba	wnba-atl-min-2025-07-27	Dream	Lynx
wnba	wnba-wsh-min-2025-08-08	Mystics	Lynx
wnba	wnba-wsh-conn-2026-06-26	Washington Mystics	Connecticut Sun
wnba	wnba-chi-sea-2026-08-16	Chicago Sky	Seattle Storm
wnba	wnba-dal-nyl-2026-05-24	Dallas Wings	New York Liberty
wnba	wnba-min-phx-2025-09-28	Lynx	Mercury
wnba	wnba-atl-ind-2026-06-04	Atlanta Dream	Indiana Fever
wnba	wnba-conn-nyl-2026-05-08	Connecticut Sun	New York Liberty
wnba	wnba-por-tor-2026-05-23	Portland Fire	Toronto Tempo
wnba	wnba-min-phx-2025-07-09	Lynx	Mercury
wnba	wnba-min-la-2025-05-18	Lynx	Sparks
wnba	wnba-phx-gsv-2026-05-10	Phoenix Mercury	Golden State Valkyries
wnba	wnba-sea-phx-2026-06-20	Seattle Storm	Phoenix Mercury
wnba	wnba-conn-min-2026-07-06	Connecticut Sun	Minnesota Lynx
wnba	wnba-wsh-chi-2025-06-17	Mystics	Sky
wnba	wnba-wsh-atl-2025-06-20	Mystics	Dream
wnba	wnba-las-dal-2025-07-16	Aces	Wings
wnba	wnba-chi-wsh-2025-07-08	Sky	Mystics
soccer:arg	arg-cas-tig-2026-04-25	CA Tigre	CA Sarmiento
soccer:arg	arg-bel-cas-2026-03-07	CA Sarmiento	CA Belgrano
soccer:arg	arg-new-ind-2026-01-27	CA Independiente	CA Newell's Old Boys
soccer:arg	arg-aae-ros-2026-04-24	CA Rosario Central	AA Estudiantes
soccer:arg	arg-ros-rac-2026-07-28	Racing Club	CA Rosario Central
soccer:arg	arg-est-rac-2026-05-10	Racing Club	Estudiantes de La Plata
soccer:arg	arg-ald-cah-2026-03-16	CA Huracán	CA Aldosivi
soccer:arg	arg-tig-vel-2026-03-10	CA Vélez Sarsfield	CA Tigre
soccer:arg	arg-ald-rac-2026-04-19	Racing Club	CA Aldosivi
soccer:arg	arg-cas-est-2026-08-23	Estudiantes de La Plata	CA Sarmiento
soccer:arg	arg-pla-boc-2026-08-15	CA Boca Juniors	CA Platense
soccer:arg	arg-uni-tal-2026-03-06	CA Talleres	CA Unión
soccer:arg	arg-est-vel-2026-03-02	CA Vélez Sarsfield	Estudiantes de La Plata
soccer:arg	arg-new-def-2026-02-07	CSyD Defensa y Justicia	CA Newell's Old Boys
