group,condition_id,n,sum_edge
All leagues | Away,0x12d370c2fe98c01985766e990a1a84319fc01dc8c8fb1d62af4d34a0c309421f,2,1.010000
All leagues | Away,0x12e54660d2271cde9a2cca5173eb1971ff590c3b569fd181ae420ee9ab46e4f1,1,0.220000
All leagues | Away,0x12ef953f6f89eafbd31998a80a1906e3c67106b664117af874545a7e3ceeba2c,8,3.890929
All leagues | Away,0x12f28bf750a67a2da5bc52328e7e77f9d36a528eea6b0cfc52cd7bd697488f56,5,-2.780000
All leagues | Away,0x133b396987296b9710c2eebbed735eed7ef5709410fc65c20d0a64b846b99515,13,-8.067783
All leagues | Away,0x133d61396fa67f82185dcb89d925a2fc37075468e635966a008329d36fa0b0ed,6,2.774928
All leagues | Away,0x136ba7b79a10d0b96dcfa29d1cfdf86f1dcec4c8e8bcb213ab8c4af8f9c836d7,15,5.260000
All leagues | Away,0x13829f6958430f488470f3b95429aa16ac1ea433e1e00002aab20d45d94217c8,34,13.015788
All leagues | Away,0x138aba4ec2cb250ddf33d3db097280c762ac3bb63bc1a01b7f32b8935c841335,8,3.460000
All leagues | Away,0x1396b63d631825a947017bd543799bd4e61bd55fa17e9f1251f57b1341acbc55,1,0.420000
All leagues | Away,0x13ab376cc0003437b18be0cc63c9a31e149d5562d1ca3cd50d75b36d11871645,4,2.608386
All leagues | Away,0x13be45229a1fd50cd1e75f1568f90df7b3f6106e2eeff8f59c1a2e2891835c2e,9,2.920760
All leagues | Away,0x13c68c7fffdc94fb4b398e1eb102e9f5ac964b5e0a4510ca48df340370b6b9b9,7,2.660553
All leagues | Away,0x13c9210bc1f072d51eab35e934a16c63561ded130ea7fb5c4631278863d9b1c2,21,12.491374
All leagues | Away,0x13e48a9588dd5b38c1aebb4ef477a8165b7ee412b90ff71dd05ba704746db2bd,4,-2.133190
All leagues | Away,0x13ec92174cc10716def22d2adda2835bb300db3d532ae69278df0046668491ba,1,-0.429830
All leagues | Away,0x13edadc14b0db388e32468bdcd28a65ea9ce2f86d88df56e6878b815c6349a90,1,-0.541265
All leagues | Away,0x13fffa6085853ea80d95c0e83856b7b37a91cb358a6bc9f2238c3a1a0594653d,12,6.553180
All leagues | Away,0x14039392318b0ca2c58c8a4f388f62f670d281776fd6e9ce591a8c4d0f026215,3,-1.449608
All leagues | Away,0x140d2b816e3720320b854b486ef76e5816e63f8cdf20b0e0ee4d38dc3c01d030,2,-1.248957
All leagues | Away,0x141bbd9da0dbcc3b4a305421e353913408c8de0fe2bdaad66b4e57307c97ddcd,1,-0.439276
All leagues | Away,0x14267ebbbc0ac689c27c64836481edeeb8460fcb3cfee5c67903b8377e326916,85,-33.957903
All leagues | Away,0x1445a844f86113b5ca1fa756e868dfa453b17309ec133b900a8afbfddcacf353,2,1.090000
All leagues | Away,0x146760b8112e6b9a1585e89a10be37bfadd63e0052d10828c47551c3e231dedd,1,0.450000
All leagues | Away,0x147e390acf75566c3d5aa1d5188664bd64b609a957289cba4ab54435df586b9c,11,-5.217700
All leagues | Away,0x1489bd88837bd3fa16f0ecfa417603583569809346e1be7fc7f6c6bc9e929299,24,7.407294
All leagues | Away,0x148b2287f92fb50ce1859eca6495aeaee67b407b18389a6d7f97d6bef09a66da,3,-1.819583
All leagues | Away,0x148fd74463c553efb03d5a6ac32dffeaa38d6b9d154946a104cb8cddf7ed5059,2,-1.146758
All leagues | Away,0x149f392f9c3b155261d91d3fb34e05cc8bf9c259dabe1c266fc8e71d725e6dd2,44,14.633221
All leagues | Away,0x14a1a642aef18bda2b6b33fb656252299f1a0204f2f5661980cf6ee2a8549a61,3,-1.239889
All leagues | Away,0x14a7bf20f8a652c5b2593c96e0e77705422248cce92e3f567814f94c673cdec7,4,-1.867508
All leagues | Away,0x14be4c6504cdfe4b905f3c2e7d62034f35242da4cb8d0c02bfe8286e36feb5bb,7,3.610436
All leagues | Away,0x14c567338915ab897b06660308e4e612159bfe0c08a21b714cc34ab2ae96ec91,3,-1.750000
All leagues | Away,0x14cedd888d3b85cc4f62b3afab51dbf1c46d166582ff633bd5d28073a38bef32,1,0.510000
All leagues | Away,0x14d83820ed661db2301c366f7366f19c1afc2f21c8727a427c04a9404dda8189,1,0.044282
All leagues | Away,0x14f6256e621646fd98bcb050dec732831eb7e86fffb136094c0b06781edeafb4,15,-7.730000
All leagues | Away,0x14fad2a17d62f79aa7a253406860ef8b36129e195166dfe59a02529fbadc773b,6,-3.848983
All leagues | Away,0x154f6c60bad7b4c1a40c9e1c39daf066810f8b04477048e89d188e736049876e,20,-9.467440
All leagues | Away,0x1557dc9975290e0d1d3af1721ded3539c5ee03b0f100fb3ef053016a30ec3c9e,6,-2.222663
All leagues | Away,0x15590b1347c5bb8e0ab1c16450464425c48536b6fe158d41fc8eac1e702271bf,7,2.508640
All leagues | Away,0x155b541f099b5decdcfe1bea923591e9bf0a5240226366fb506463f4f5036bb1,1,-0.418217
All leagues | Away,0x1565cdb190b852cfbb0ba1ab7274d64d9de005577f678fbff47d72543df51b7b,1,0.059311
All leagues | Away,0x15a8fb9d5342c2bbeaf738c890869a713f30b2788011d6519146840ae0811f61,32,-15.611741
All leagues | Away,0x15ce239be446c04d46af2d76a34330926656a09cb938a586b14f8ddf0d37b2a8,17,4.080516
All leagues | Away,0x15d23f19a29782bd79a767a3b9a84c0b42262202d66e9f92b4143924522acd1a,10,-5.361678
All leagues | Away,0x15dc0aa68fc777377e8b55f19909892bc3c93d50d0230bb0bd2e27d9742e7891,2,-1.236369
All leagues | Away,0x15e632c5f5a62248eab150ee29350f73360ca03b738efcf1b5f6ed3e1a034614,1,0.450000
All leagues | Away,0x161ab8edd553f3de4366a6abe952f6de261d5f443135ce60248ac63e73a45f69,98,-58.418411
All leagues | Away,0x1620351cc00d4fff60b42984a45f79daca57825fdc1ef1ecc39a429dd1f0e2be,2,-0.580000
All leagues | Away,0x16387cc16267d1c7682d1be1c47c8c61078b535b5df6136ce9a5b77ff20db4d4,13,6.621682
All leagues | Away,0x16602c0a9fc8bffdc52bd1d875596a460f7d692dcd57e33543ffae28f58c74cf,5,-1.423116
All leagues | Away,0x16621501a2ae1e17d7819545cddc6c76a97927818ed0a6ca193d6f7d5ca33335,16,-5.875084
All leagues | Away,0x167280c1aeecda15a5689ebd71146efc9659a3eaf6e62b645d29d55d42c1796b,3,-1.499981
All leagues | Away,0x1693f7db49c42f2e138c4667abf62a402afaad37448445d7a43d5c1a208f1136,49,20.015614
All leagues | Away,0x16a2ceeccdb78110e45fb9f564a4c238ffa2b969c2f8971ef558598d06325acf,7,-3.290000
All leagues | Away,0x16aa8dc870238dcedeb4ff33ff1dfafd5b7b59b2f1af95113cba86bd59ab54f2,4,0.843278
All leagues | Away,0x16b3cf520752340ae991f3aac8f04f53db4b14e9591e3e519c060c27d44a22e2,13,-6.100000
All leagues | Away,0x16b70a92e8df3191de5ceccd91e61b1a94b053c95f3b408df507518880abf0e2,4,2.560000
All leagues | Away,0x16cd0c9f87078e79e8ce47b57a600bb95bbfba0a98d2abe3275a66f7f50a04a1,14,4.909890
All leagues | Away,0x16dba23afb7f9ced92a924520f7f9af109cab6ecf455ad0121cbfc4e4820697a,1,0.490000
All leagues | Away,0x16f91f2de4634618eefcfb4e8d98ad4de2f85f79b1ff54f7874b106783fb69ce,1,-0.490000
All leagues | Away,0x170333c98c08fb40f8e32ce93f0857d22f6cd0c6e4e1f4e90d99931fd1dae8d8,4,1.710000
All leagues | Away,0x17119c7af11cbbabe31e4c17462d74551f802ce74b63bb3090ef9ce2560b4945,1,0.496977
All leagues | Away,0x1762375dc40cbf324cbd1c39d34537d176a525b3642ee6d0ddbca9e56b6a663d,9,-2.487052
All leagues | Away,0x177c0cf6892146888572b0dbe88cce1d5779b168e490aadecf778802fee19044,5,-0.825624
All leagues | Away,0x1789913031f9c815f9a0287b896a1dc72b4bbbdb813f566677bcd93de2a929dd,1,-0.377607
All leagues | Away,0x179ba3e4fe5aa885bc11e1d59657c293d5e0269f7277fc22b3462b517d17160c,38,17.510000
All leagues | Away,0x17bc6c0a7493a0fc33fbce239f9310af60ca501f693e33e75ed0e1f9d7a96588,4,1.990000
All leagues | Away,0x17c28b3aead6599b0f26cd3b4353caf8d9c242d098ed0ac74b15bbe4c6f114c5,7,-2.260000
All leagues | Away,0x17cd293b06045444a1b7320ce0d87197af659304fe17e5a9513b726bb7283079,2,-0.659804
All leagues | Away,0x17e2f3347e34d8a13572baf10c9b4eb3291217868a0fb84b37f36c80f8e2105a,199,104.212744
All leagues | Away,0x17ed54316c1e222ee253518df04190dec6519eca2199a4e24e13f1966b304913,7,2.500000
All leagues | Away,0x17eecbabb6423ce1757f939e04d15356688abcc3f1705b3d2101c87216114b88,3,-1.454319
All leagues | Away,0x17ef2798cea49e4cb4eac180d73920a7f78f7945b829bca6bb732aee7ffc2c77,22,-13.205029
All leagues | Away,0x1812275913f5bef39700613529b88b4f03c64cc6ce196511d54f0a531ac3bbf9,6,-2.010000
All leagues | Away,0x18285092ac08cdc44a8bf67dbb231f7625edd6802d6b383bc8039c06737b93ba,2,-1.002388
All leagues | Away,0x1834230745e97fd13fd6417f8e598f6d9b0c02bab0e15ba8838c84284d25b442,1,0.220000
All leagues | Away,0x1849a61b44e8515d38b4bcbd603c5ee61e9848b8ec864de3f0fa9e6ff3fe312b,3,1.240000
All leagues | Away,0x184b4df12c9c1c7017a01753cfa46772b0280fbb95f1a6256c78a876f3104151,5,-1.363536
All leagues | Away,0x18779e4db92c739411a456ea63f080765d63a5d774419a0f1d74b1ba7e2b0db0,9,4.880647
All leagues | Away,0x187a0ffbb33484348b27d72b9437199a215c1b30d43d96c35b4423140b7d7818,19,7.528103
All leagues | Away,0x1881a88db600659958d19f3cb2636da029e320893f764f5626bce884de543cae,7,3.580000
All leagues | Away,0x1888e5205e790500287a9c9e5bbfa5fb6bc58e6055419bc9470b3cdaa5b5eb7f,22,-8.399845
All leagues | Away,0x189d831cce8ef125ec02e5dd23f932567e17e474b7725a8b7ca515fa9fe29dce,7,-3.190000
All leagues | Away,0x189f32fc838f82489b6878d3027435478dadf892fd284ff6a446063ba28cc8f6,5,-2.183545
All leagues | Away,0x18a8472b4d461a423afa02313057319db029632c91b7a85a353dd0fdf358397e,12,-4.801433
All leagues | Away,0x18b66dc6b00be1a260e0a1de3fde6b9bef9f7aca8ce70624deed3a68a88059e3,2,0.599093
All leagues | Away,0x18cbfb7e3752f2d10f21fb9027904397d1237dfdd1229ec129b101b707271866,2,-1.046674
All leagues | Away,0x18d2f874fdf109f3361304b3e602fb3d3c59a621cadbc9e7b225c9c116422fca,13,-5.989816
All leagues | Away,0x18f13bce331ffbdf4e05984072fb5ab4f29b8d45b24faae0345d67b6b465db41,1,-0.823518
All leagues | Away,0x1904507379fac7c051a817092cde6e3797800474016c663a7b00cb368ad6a352,21,9.938395
All leagues | Away,0x19195a61fdd88392d268a000466c63b7f7a70267f8892111ae0c8829b1161841,38,14.200417
All leagues | Away,0x192b2f6b7f5cf246a6b7a9f00b1d8cf5e1828a39abfc5c1889555a9c00155d5e,9,-3.569982
All leagues | Away,0x193918aebfb34652b3aad053d6508724066046be37a65a26f5ba99b611370f7e,1,-0.314432
All leagues | Away,0x1945761f0a551f15b10749de1587b8c6b87aba93cc381b0fe635665c14f922b8,16,-5.454703
All leagues | Away,0x1948968ff9311250fa1cd4299ce8895d1c7f2237115ccc1454c1226e396aba23,5,-3.370000
All leagues | Away,0x19638d3ecf99ad9188c834cfa550c35c4286608536ab9f34e7c5c6ca02b6b048,1,0.450000
All leagues | Away,0x1976566e69418221fe6e45dbda7b5e9cfca25f11114fa7b29824c5bf8ead59ad,7,3.153507
All leagues | Away,0x19a016da8f42839b889ae582b26f70fff84932a491118b881ba39e15e51deaca,5,-2.810000
All leagues | Away,0x19aca54b1d364c65f548a7d31dd5866bb9b8ed9b207657ea985f2133c875570f,7,3.084760
All leagues | Away,0x19b188fef4fd6dfe1f1fb0a4aa861208fd886e76c1533d5fc3b3bf97a3433c9e,33,-12.526977
All leagues | Away,0x19b9231d3da3e40867155feb8b8a64d40b63fb8bdd62f2ef0c1e605088a0fe37,3,-1.502749
All leagues | Away,0x19bbe36782dd640c5e639e80172873ad2758ba3b7db987b8c40adf58f22ec276,12,-4.530000
All leagues | Away,0x19cab22f2476e17dc3da3c681e188214501dde84ddd424f2d16d46ad015292f7,2,-0.677112
All leagues | Away,0x19dc5dcea97c9d6db76be745c0612194f761a9fbd9629fceee73a551b3b623d1,3,-1.630000
All leagues | Away,0x19e8feda52508bc0572bebdc6e683defe1a5cf0664c4ce6044447b439f625918,38,-18.876775
All leagues | Away,0x19f251ab01cd67e14b0b0a0dc47c8d303f00899e0f18bfd5a8a0330f991f9324,1,-0.390000
All leagues | Away,0x1a0dabb8344ebd9dd9991612dcc6b92c8fe8a629d982a7113899425ff4b94596,12,-6.581830
All leagues | Away,0x1a1d4e26405e3cecc4e8fe557aac796b9649ba9d2a707644514a3a41561b69aa,1,-0.398623
All leagues | Away,0x1a1f72ece40974bb948dd56743641425c5e2dcaa5f39f2b73a4b7ba488a4900f,1,-0.601939
All leagues | Away,0x1a2225fbc3436c863ba6766b45039a68fa0180b0248c985265b7b2160c85cd94,2,0.890000
All leagues | Away,0x1a2c7fb272ed5d001198dd17e771b73636170cd81ba54350f0834dd8ecfbc9d8,1,0.215898
All leagues | Away,0x1a37b2cff571f43662ad4b3ec4963052dcff73d7754e04c042095e1c2d573c53,22,9.047825
All leagues | Away,0x1a37d06838246870a9941013135b763831d6f491cea0eb1feab5902c4b1c5d14,11,5.724990
All leagues | Away,0x1a48c9335aafeae290bae23c270008539f4b087e11ed4e046c06c064e58209ee,13,-5.782474
All leagues | Away,0x1a4ef4ed1ad048c9a953cc4739ddd807a8d379716e753f5c79260a355151dac0,2,-1.180000
All leagues | Away,0x1a537311915440521edf724bc217b60d25af2814863b9ca59d97a0e943592b43,2,-1.900000
All leagues | Away,0x1a641536343ed2279ad274d6e61e4598edecddff9a6b2b80109e2a9988c04497,1,-0.383169
All leagues | Away,0x1a649720ec774bb84276886b76ef8aab12a629653d15913bd1247c4befe8f531,5,2.679570
All leagues | Away,0x1a7cda59ebf636d56ab2af001494b6bedfb57d61ff2bdb6637acfc6acec0a1ee,1,-0.150000
All leagues | Away,0x1aa271dc92b20721648e57a380c00c698b5b8b143f25b1c26986dcc303c78346,21,6.194512
All leagues | Away,0x1ab274b0c5b7ca046fccc5f7c36c33579d0ed038a2e8a52f5d60f742f8614aaf,5,1.620000
All leagues | Away,0x1ab289b5c612f292b69fe7f59b2fab5ae66ad62ec1590646105283dff47ef92a,8,-3.620387
All leagues | Away,0x1aba2e3ff505fb6676b6f62718addc6ca7ad28d0e762ccde01d7b1c588543289,14,6.326555
All leagues | Away,0x1abd45a88831049ff7db1ff4456ed08c0f1c29d54aefaabaedc04465f39c578f,17,7.192786
All leagues | Away,0x1ad4002cb09c738a5a1a5d0a3875fa64d8515f38859f760f21f9fe01c7ae41d7,5,2.477261
All leagues | Away,0x1aee90e86ef2a9419ee211337377925721a4adf287eb962de52a2a9f59b870d6,4,-2.060000
All leagues | Away,0x1af38f6df567bdbb6e47c65da982f3d08320f38a4ea880236d432d17cb170b69,1,0.500000
All leagues | Away,0x1b03bcb7e0c54e975e0885521d7795ecc1d000ff6c569ee701e56f4df25953a7,3,0.468565
All leagues | Away,0x1b08b79dcc4125fbeb12a4f061a2fd2897addba363b97c5748a66587614d7631,3,1.430000
All leagues | Away,0x1b54546f205ce9a93ccd91b2847c7fbacd871e072f915a66a6cbe91404878788,1,0.540000
All leagues | Away,0x1b55db5000375c3a77366477d5321a3b5d27f4973cec47332bcd7147829497d6,10,3.968639
All leagues | Away,0x1b62972b94ec33d8a8183a9434eac641247f7f3d8c6c796ee667cd87a7661e11,3,-1.731228
All leagues | Away,0x1b796508b6a2fd9c4bc9ca165f3eb8d4056930572c183614eb021da27a074d61,6,2.680143
All leagues | Away,0x1b9cb69bc67a9929c352cd9125cdd6634ba27ed439a89909d88ed1694b48b32b,4,-2.078978
All leagues | Away,0x1bac254336778ff5e963772eea802abca13e37e82454e425686b56b607cb4c32,2,0.840000
All leagues | Away,0x1bd0afd3cd9c7281c5c4a2c2660ba4a098899fedf35dde14b036e4cc50442c92,11,-6.666579
All leagues | Away,0x1bdd952bc6d74dbcc1bd9475c111676d4fbbd935cf2122d3343a3efadfcc6bdc,7,-2.350000
All leagues | Away,0x1be2edcc4e51c3dd5493abe7737bef359ba598fea02275d99498b86ae4771997,1,-0.850000
All leagues | Away,0x1bf52453311820a937adf85b2443057456f946ddb1b246ab6447c1846d1a2035,1,0.200000
All leagues | Away,0x1c1f38efa2694923ff4ad657bbdeb85cb2953453a14e5a8166bf94d13b75fab2,2,-0.939870
All leagues | Away,0x1c1f9514a3fd65dc7ce5de189a694a30d6517b7284f4f2b53a21a3c0e5c4cc72,1,-0.510000
All leagues | Away,0x1c202675a63ed0073fc70584dac318842908df4aecb55119040145c13c4a7f1d,1,-0.520000
All leagues | Away,0x1c2a42234825692176dfa6bcb224a500610f2f61015982680dc821b371eda96c,7,-3.448855
All leagues | Away,0x1c2b4052e3b31d3243b8fa60c2dd6c37c61b18ff42b24e292fe29bde59cba410,12,-6.218398
All leagues | Away,0x1c4c0ceef8e1fc3d5456747ffcfeeec5aa8212261cdb39167f56f99114dfc5db,14,5.634183
All leagues | Away,0x1c4cda693b69ff91ae104e49091203c4bb9da33ad76dc12c5ee8034ef1ccf813,2,-0.910000
All leagues | Away,0x1c62ded101438091d04df1596afa8f0e6e6cc09087b81fefbaed55c5b2d9cc8d,4,-2.020000
All leagues | Away,0x1c9f634ec09ffaa3d77e5edaa4e854caf807d8e27c8a6c3388e4ef774cfd6fa9,3,-1.226402
All leagues | Away,0x1ca76a1ee651107d53c17d19b7fd3e05ef2bc373a947206d1d86055f94f5bc36,5,-2.893719
All leagues | Away,0x1cd43d048270cf42aa56efcb1cc84c246a7e430dd75c4893af608b0dd1a9304c,20,8.676356
All leagues | Away,0x1cd9ef1839a80ef347028d0584e2fc248708c73229919bc6cca3f5a90e501738,19,-9.592167
All leagues | Away,0x1cda656f12461d45fe370d2df5914d8de9f3abf45953a33ec8fe277e53337e30,12,-3.315731
All leagues | Away,0x1ce84d9d2bb671b57727adb256ff5eabd0728d88c80ca689250d3a8ca0d02bd3,3,1.350000
All leagues | Away,0x1cfe6025dd18280da1e2cb3bdca21c84fbd19ae8d739a65b6fefcb24e95f57a7,2,-0.813328
All leagues | Away,0x1d0d57dca491ad34aadc9d74e9162eaa9cbd10aa450144aafc4d02087b179467,1,0.500000
All leagues | Away,0x1d12ec6d81d7c552e0583d1ab0671431198c01a4d80c0c3cf11fd0fa896cca3c,2,-0.520000
All leagues | Away,0x1d13bc1282bbd57b94e2012b8ce544d4c055fad806918e97b085e12e0ae7b0cf,19,8.034897
All leagues | Away,0x1d18dbaab2cacc1cdf489cd0fff94e2637035f551e1583354ab21a612959df05,17,-6.610000
All leagues | Away,0x1d1c2b5505c929f4ee5689f33fc45e1c2c186d6c49fe42140248e6ce95219078,1,0.540000
All leagues | Away,0x1d26822ad5fca756e61c5dce8af6667df6ba521510893f792ae425ba7ccca332,3,-1.200000
All leagues | Away,0x1d36f6a1f03788acfc69819df64f931b96fde58c61f22282c51acfc8ffd0e79b,11,-4.869850
All leagues | Away,0x1d3e6657a7b1256748cba230bd63ed049e362e5c7ef391ab132f85b337a98a3d,3,0.796621
All leagues | Away,0x1d50c8afb4602d128ec5e52190caff944b20abe62e3467f1e2944c9dd7f7517e,2,-1.060000
All leagues | Away,0x1d60f118a843817688737b1bb307011b2af12a06daa0b5e40e713e7aa2685cdb,4,-1.083873
All leagues | Away,0x1db037924b1442aa6a265841933a34c9149028763628f77c5d2cda70071a1e18,2,-0.760000
All leagues | Away,0x1dd37515ec985eb6cbb13412c2a8309e03d1a59b91c771180c2cc7dd1674b144,9,4.020000
All leagues | Away,0x1dd891c5bde413e3100e4057039b5fb7f4c37977052c4e543b62d3dc727e50c2,1,0.550000
All leagues | Away,0x1e0c992f3b9daef759d36fbca562bb8058db24ef2d79de8e87c0b0116e5d746d,2,-0.759746
All leagues | Away,0x1e391dd0668ff341ec819352fb87d0d7fbc9f526849900626995123185d3e9c6,37,-16.081967
All leagues | Away,0x1e394b50ba5c2068de2cb2f54f37180e1d40a7724a6a3e074fffc0146fbb87b7,2,-0.570000
All leagues | Away,0x1e3a086b318fcd5c476b1eeb74662e155b827d2e3156c1405526448be50f61e0,5,1.813563
All leagues | Away,0x1e3af4d1c6b8032e706348c197fb8f96b24233957bd10c7b0705aef2b2a79bc3,1,0.531077
All leagues | Away,0x1e5a10a23c79172aefd8320187b35968a3c4904a1f3154dadeb19c4f31f87917,2,0.067220
All leagues | Away,0x1e6fc3eb4ab2aaf240edb4cd9618dec2af24d4feb8960beb63a8ad60212c6759,3,1.005618
All leagues | Away,0x1e7e71ac5f72ec10df21765c9136fb46cb29d14f086baf89f953f526e19e86d5,3,-1.192738
All leagues | Away,0x1e876a58baa4f74f05fae2c8ec5fd388df4ae0af7d7df3c7e675e9a5cb079421,6,3.340000
All leagues | Away,0x1eb763b13898566bbfe0a1e3d22a3ed2d7e20f428f145fc450655c8ea0ba751f,4,1.627521
All leagues | Away,0x1eb915f3ba6797b3d18296078d128dd7abb118813d61929fda2b2adc84e8eb17,3,0.415694
All leagues | Away,0x1ec3a02b62e00843f5f22e5748608578fc63a1bbff6d74ac9a653c4ce6e44f39,16,-6.000000
All leagues | Away,0x1ed7d60c35951e552eb11f848bd4b01efb29a68cdcc4a4f0cafa06c43f7338aa,3,-1.090000
All leagues | Away,0x1edc9afc0121c3f6b7fb8eced11fcbf38b7a633ef37d8edac861d1e84cdf9f1a,39,17.192194
All leagues | Away,0x1ef76bf63c4b9ec4b854ac39a10750f7b57af7c811fc4e569371fb89871dbe3d,24,11.912592
All leagues | Away,0x1ef97e30471ce1d56f41420f0c2ab91d1aab3d40a4bc03e6a6984f8eafb76c68,1,-0.440000
All leagues | Away,0x1f06835681456f38685e81c606f4bc4eba2b482f31dc7c939e4360f38d38ad33,9,4.595664
All leagues | Away,0x1f1022c621ab86203b76543fc6856e8208182bd3f93c88d1cb8625a0560a7a1d,2,0.730001
All leagues | Away,0x1f3823ef81caf2c4a5fc4494f242d1afab9eef294512ac0122420963aba97c96,3,-1.170000
All leagues | Away,0x1f4d50821ec455ffdbac057f0c03250a54582a5a46c9da8545b224fb33c3af25,1,-0.481012
All leagues | Away,0x1f522e32300624ec34e79167eb28b9e672f15c708520ac9b86afb4b856b6160b,2,-0.403866
All leagues | Away,0x1f74e7022ac75a7a578350b21418f334e8204fa690021d9f1f1a025d99c5c41d,7,2.025155
All leagues | Away,0x1f83327b96dc1eaf4649193715b3550adaaacbb7b51577f6298412ca7bf39227,2,0.910636
All leagues | Away,0x1fa4b0ca71298cf5c9bbe85914c37ce5796b82b297cc4faadcd9ad18501efda0,63,-33.069519
All leagues | Away,0x1fa52e1e91273a004191911aefaaf750064b8c28776de22d8682810be0c1551f,31,10.664370
All leagues | Away,0x1faa02cd324557fb20786b4887f2caa25def8de982e1533e8f9c69f85cc1827d,10,-5.781018
All leagues | Away,0x1fac9cfdb6e73583ec1db4f07850d195c9b871431b18d02762c8d73254b79440,6,1.771790
All leagues | Away,0x1fb06fca14cb46de93c23da59a46b907046aeecd55b0fffcc227e43bcfdca0a4,4,-1.260000
All leagues | Away,0x1fc7c76b0f48ef63013827bf7b353e4e757d1acb8f9637b06e9a7248ee08a2bd,9,2.284258
All leagues | Away,0x2022af0bd69048df509824792af58d31355daace3725c3cf0471a04430c92ca9,6,-3.917577
All leagues | Away,0x204134121a644390e552de94a8b3677fc61acf3d8992b89d836cf7a8d9e09197,1,-0.430000
All leagues | Away,0x20648354392bfbc60f7bb662d395947658d4aee1b7b920b4a7a324132f900c25,13,7.517209
All leagues | Away,0x20839024259e9919d923680ede61a9c6da1962dd930727ba49d94373a6e5ab1b,9,3.610000
All leagues | Away,0x2086cb8bcf6db13103730a6ac44328c70da85079761dc0455c84be3a3d657d5f,9,-5.399977
All leagues | Away,0x20876060d366d531d99d4ba2888bae04005556e9588f111bffdcb9e4e9b20ec4,1,0.522696
All leagues | Away,0x208afcb00b07b4bf2c84a1a61ea4b763a3965e5ff2b6ff2c7c11f66c20a623c5,8,-4.158860
All leagues | Away,0x2099ba3d7b35d3a0497fb31132179978eb5e42b9da09edf601acbb17c397c4e6,1,-0.518692
All leagues | Away,0x20afcae26cd12a4f6e20f5ee7f9316e78453735fd428f6f1580325d6f130bfb0,1,0.120000
All leagues | Away,0x20cb9759b162abdb4a4eeb4f3f178a451364b3020fbfbafa9a48210301ba31c0,1,0.430000
All leagues | Away,0x20f99f99fb2a45c226411248ab9b9852074164676671a0892940c242b7429b41,5,2.430000
All leagues | Away,0x21065b0163b954ee560eebee94cf85e06cae2abedc9df8be36df0a029d9a89b6,3,1.710000
All leagues | Away,0x21090f290e0bda90e0a53394b51bdc47d3d5c48b5c7c577637b451e93785085f,3,-1.299274
All leagues | Away,0x21150b6dfc210ab49937ba0a096f1c80fd1754a0d75e77ce2c88f4d6164f8122,3,-1.320000
All leagues | Away,0x21249d3a943d6b78461f127e2f6f3f2db6815df781ea59e823850c116d12d14b,1,0.060000
All leagues | Away,0x212955ad2e7893dfa17ca7cd94ceaa523a60539b9ab8213ab5838435ee424937,13,-4.270000
All leagues | Away,0x21327084c3f1ea177ba1352d13805cf7a612c68db81637ede4917297f1c6af25,14,-7.768452
All leagues | Away,0x2133d63b8c6f4aba47b0c4efd92dacce0e2ccdb39b81bfc85039ee706c41c9e3,132,57.603270
All leagues | Away,0x213dcedb14691c57620baeb8dd87d2d493e7ff900f0f6ae970e2daba8396afb9,11,-6.736036
All leagues | Away,0x214b692e6bb49c24a6318f7b2413dee436ed6c51f0b28f07d7a099544c2da2fe,3,1.220000
All leagues | Away,0x2157d1d3ef29ee4430dcddc09cada541b3d0e26c401ecbba37395e679c8a4d90,1,-0.520000
All leagues | Away,0x215be7e1cbc744ce1a85fb891db92b53f933712b5a556e556657c3254f63d260,206,89.579398
All leagues | Away,0x21602008dadb77fdfba0e192e30aea18ca8f485921eb5a04976130b6c08e7a48,1,-0.062895
All leagues | Away,0x2192c77df0bcce71b5111f2a81c2fa6a7a07939b2763d796cafb3b7900cd02cd,16,-9.034249
All leagues | Away,0x219921172a6b8c0d695c35ff0cbe111afb1796354f3200524d725e235decd599,16,-7.850127
All leagues | Away,0x219a46b65fa82394ca4eb6a4aaef12689fba9ca2ad957842ff9730c1af1916be,21,11.327948
All leagues | Away,0x21a28e464650469e092f61facfcdab34f377b26dd2a67846f67bf0ae8a74b35d,2,1.070000
All leagues | Away,0x21a3d6035ee2397939713bc467c05ecc9339c6f46933d2928b1bdc8e29901996,1,0.150000
All leagues | Away,0x21aec181289346e442ed645309c1dac44df93ab5f31786c5c339349379bcdb70,48,-18.220000
All leagues | Away,0x21bd40027a3c6dac6c3b185217528a26a72ab7f7163639b496eb6e464b931fdc,40,24.094201
All leagues | Away,0x21e9d9dc86727d9992bb3242da3e69f11d2f80cc6a578164c1d1b5a4b640abcb,6,1.583491
